Name,Image,National Number,Type,Species,Height,Weight,Abilities,Local Number,EV yield,Catch rate,Base Friendship,Base Exp.,Growth Rate,Egg Groups,Gender,Egg cycles,HP,Min HP,Max HP,Attack,Min Attack,Max Attack,Defense,Min Defense,Max Defense,Sp. Atk,Min Sp. Atk,Max Sp. Atk,Sp. Def,Min Sp. Def,Max Sp. Def,Speed,Min Speed,Max Speed,Total,Normal,Fire,Water,Electric,Grass,Ice,Fighting,Poison,Ground,Flying,Psychic,Bug,Rock,Ghost,Dragon,Dark,Steel,Fairy
Frillish,https://img.pokemondb.net/artwork/frillish.jpg,0592,Water Ghost,Floating Pokémon,1.2 m (3′11″),33.0 kg (72.8 lbs),1. Water Absorb2. Cursed BodyDamp (hidden ability),0098 (Black/White)0180 (Black 2/White 2)0318 (U.Sun/U.Moon — Alola dex)0305 (Sword/Shield)0192 (The Isle of Armor),1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),67,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,40,76,196,50,94,218,65,121,251,85,157,295,40,76,196,335,0,50,0,200,200,50,0,50,100,100,100,50,100,200,100,200,50,100
Jellicent,https://img.pokemondb.net/artwork/jellicent.jpg,0593,Water Ghost,Floating Pokémon,2.2 m (7′03″),135.0 kg (297.6 lbs),1. Water Absorb2. Cursed BodyDamp (hidden ability),0099 (Black/White)0181 (Black 2/White 2)0319 (U.Sun/U.Moon — Alola dex)0306 (Sword/Shield)0193 (The Isle of Armor),2 Sp. Def,"60 (7.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",100,310,404,60,112,240,70,130,262,85,157,295,105,193,339,60,112,240,480,0,50,0,200,200,50,0,50,100,100,100,50,100,200,100,200,50,100
Alomomola,https://img.pokemondb.net/artwork/alomomola.jpg,0594,Water,Caring Pokémon,1.2 m (3′11″),31.6 kg (69.7 lbs),1. Healer2. HydrationRegenerator (hidden ability),0100 (Black/White)0182 (Black 2/White 2)0149 (X/Y — Coastal Kalos)0157 (Sun/Moon — Alola dex)0191 (U.Sun/U.Moon — Alola dex)0336 (Scarlet/Violet),2 HP,"75 (9.8% with PokéBall, full HP)",50 (normal),165,Fast,"Water 1, Water 2","50% male, 50% female","40 (10,024–10,280 steps)",165,440,534,75,139,273,80,148,284,40,76,196,45,85,207,65,121,251,470,100,50,50,200,200,50,100,100,100,100,100,100,100,100,100,100,50,100
Joltik,https://img.pokemondb.net/artwork/joltik.jpg,0595,Bug Electric,Attaching Pokémon,0.1 m (0′04″),0.6 kg (1.3 lbs),1. Compound Eyes2. UnnerveSwarm (hidden ability),0101 (Black/White)0173 (Black 2/White 2)0064 (Sword/Shield)0093 (The Crown Tundra),1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),64,Medium Fast,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,47,89,212,50,94,218,57,107,234,50,94,218,65,121,251,319,100,200,100,50,50,100,50,100,100,100,100,100,200,100,100,100,50,100
Galvantula,https://img.pokemondb.net/artwork/galvantula.jpg,0596,Bug Electric,EleSpider Pokémon,0.8 m (2′07″),14.3 kg (31.5 lbs),1. Compound Eyes2. UnnerveSwarm (hidden ability),0102 (Black/White)0174 (Black 2/White 2)0065 (Sword/Shield)0094 (The Crown Tundra),2 Speed,"75 (9.8% with PokéBall, full HP)",50 (normal),165,Medium Fast,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,77,143,278,60,112,240,97,179,322,60,112,240,108,198,346,472,100,200,100,50,50,100,50,100,100,100,100,100,200,100,100,100,50,100
Ferroseed,https://img.pokemondb.net/artwork/ferroseed.jpg,0597,Grass Steel,Thorn Seed Pokémon,0.6 m (2′00″),18.8 kg (41.4 lbs),1. Iron Barbs,0103 (Black/White)0175 (Black 2/White 2)0069 (X/Y — Coastal Kalos)0189 (Sword/Shield)0179 (The Crown Tundra),1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),61,Medium Fast,"Grass, Mineral","50% male, 50% female","20 (4,884–5,140 steps)",44,198,292,50,94,218,91,168,309,24,47,161,86,159,298,10,22,130,305,50,400,50,50,25,100,200,0,100,100,50,100,50,100,50,100,50,50
Ferrothorn,https://img.pokemondb.net/artwork/ferrothorn.jpg,0598,Grass Steel,Thorn Pod Pokémon,1.0 m (3′03″),110.0 kg (242.5 lbs),1. Iron BarbsAnticipation (hidden ability),0104 (Black/White)0176 (Black 2/White 2)0070 (X/Y — Coastal Kalos)0190 (Sword/Shield)0180 (The Crown Tundra),2 Defense,"90 (11.8% with PokéBall, full HP)",50 (normal),171,Medium Fast,"Grass, Mineral","50% male, 50% female","20 (4,884–5,140 steps)",74,258,352,94,173,315,131,240,397,54,101,227,116,213,364,20,40,152,489,50,400,50,50,25,100,200,0,100,100,50,100,50,100,50,100,50,50
Klink,https://img.pokemondb.net/artwork/klink.jpg,0599,Steel,Gear Pokémon,0.3 m (1′00″),21.0 kg (46.3 lbs),1. Plus2. MinusClear Body (hidden ability),0105 (Black/White)0130 (Black 2/White 2)0113 (Sword/Shield),1 Defense,"130 (17.0% with PokéBall, full HP)",50 (normal),60,Medium Slow,Mineral,Genderless,"20 (4,884–5,140 steps)",40,190,284,55,103,229,70,130,262,45,85,207,60,112,240,30,58,174,300,50,200,100,100,50,50,200,0,200,50,50,50,50,100,50,100,50,50
Klang,https://img.pokemondb.net/artwork/klang.jpg,0600,Steel,Gear Pokémon,0.6 m (2′00″),51.0 kg (112.4 lbs),1. Plus2. MinusClear Body (hidden ability),0106 (Black/White)0131 (Black 2/White 2)0114 (Sword/Shield),2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),154,Medium Slow,Mineral,Genderless,"20 (4,884–5,140 steps)",60,230,324,80,148,284,95,175,317,70,130,262,85,157,295,50,94,218,440,50,200,100,100,50,50,200,0,200,50,50,50,50,100,50,100,50,50
Klinklang,https://img.pokemondb.net/artwork/klinklang.jpg,0601,Steel,Gear Pokémon,0.6 m (2′00″),81.0 kg (178.6 lbs),1. Plus2. MinusClear Body (hidden ability),0107 (Black/White)0132 (Black 2/White 2)0115 (Sword/Shield),3 Defense,"30 (3.9% with PokéBall, full HP)",50 (normal),234,Medium Slow,Mineral,Genderless,"20 (4,884–5,140 steps)",60,230,324,100,184,328,115,211,361,70,130,262,85,157,295,90,166,306,520,50,200,100,100,50,50,200,0,200,50,50,50,50,100,50,100,50,50
Tynamo,https://img.pokemondb.net/artwork/tynamo.jpg,0602,Electric,EleFish Pokémon,0.2 m (0′08″),0.3 kg (0.7 lbs),1. Levitate,0108 (Black/White)0177 (Black 2/White 2)0341 (Scarlet/Violet),1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),55,Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",35,180,274,55,103,229,40,76,196,45,85,207,40,76,196,60,112,240,275,100,100,100,50,100,100,100,100,0,50,100,100,100,100,100,100,50,100
Eelektrik,https://img.pokemondb.net/artwork/eelektrik.jpg,0603,Electric,EleFish Pokémon,1.2 m (3′11″),22.0 kg (48.5 lbs),1. Levitate,0109 (Black/White)0178 (Black 2/White 2)0342 (Scarlet/Violet),2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),142,Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,85,157,295,70,130,262,75,139,273,70,130,262,40,76,196,405,100,100,100,50,100,100,100,100,0,50,100,100,100,100,100,100,50,100
Eelektross,https://img.pokemondb.net/artwork/eelektross.jpg,0604,Electric,EleFish Pokémon,2.1 m (6′11″),80.5 kg (177.5 lbs),1. Levitate,0110 (Black/White)0179 (Black 2/White 2)0343 (Scarlet/Violet),3 Attack,"30 (3.9% with PokéBall, full HP)",50 (normal),258,Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",85,280,374,115,211,361,80,148,284,105,193,339,80,148,284,50,94,218,515,100,100,100,50,100,100,100,100,0,50,100,100,100,100,100,100,50,100
Elgyem,https://img.pokemondb.net/artwork/elgyem.jpg,0605,Psychic,Cerebral Pokémon,0.5 m (1′08″),9.0 kg (19.8 lbs),1. Telepathy2. SynchronizeAnalytic (hidden ability),0111 (Black/White)0188 (Black 2/White 2)0275 (U.Sun/U.Moon — Alola dex)0277 (Sword/Shield),1 Sp. Atk,"255 (33.3% with PokéBall, full HP)",50 (normal),67,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,55,103,229,55,103,229,85,157,295,55,103,229,30,58,174,335,100,100,100,100,100,100,50,100,100,100,50,200,100,200,100,200,100,100
Beheeyem,https://img.pokemondb.net/artwork/beheeyem.jpg,0606,Psychic,Cerebral Pokémon,1.0 m (3′03″),34.5 kg (76.1 lbs),1. Telepathy2. SynchronizeAnalytic (hidden ability),0112 (Black/White)0189 (Black 2/White 2)0276 (U.Sun/U.Moon — Alola dex)0278 (Sword/Shield),2 Sp. Atk,"90 (11.8% with PokéBall, full HP)",50 (normal),170,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,75,139,273,75,139,273,125,229,383,95,175,317,40,76,196,485,100,100,100,100,100,100,50,100,100,100,50,200,100,200,100,200,100,100
Litwick,https://img.pokemondb.net/artwork/litwick.jpg,0607,Ghost Fire,Candle Pokémon,0.3 m (1′00″),3.1 kg (6.8 lbs),1. Flash Fire2. Flame BodyInfiltrator (hidden ability),0113 (Black/White)0190 (Black 2/White 2)0065 (X/Y — Mountain Kalos)0287 (Sword/Shield)0048 (The Crown Tundra),1 Sp. Atk,"190 (24.8% with PokéBall, full HP)",50 (normal),55,Medium Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,30,58,174,55,103,229,65,121,251,55,103,229,20,40,152,275,0,0,200,100,50,50,0,50,200,100,100,25,200,200,100,200,50,50
Lampent,https://img.pokemondb.net/artwork/lampent.jpg,0608,Ghost Fire,Lamp Pokémon,0.6 m (2′00″),13.0 kg (28.7 lbs),1. Flash Fire2. Flame BodyInfiltrator (hidden ability),0114 (Black/White)0191 (Black 2/White 2)0066 (X/Y — Mountain Kalos)0288 (Sword/Shield)0049 (The Crown Tundra),2 Sp. Atk,"90 (11.8% with PokéBall, full HP)",50 (normal),130,Medium Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,40,76,196,60,112,240,95,175,317,60,112,240,55,103,229,370,0,0,200,100,50,50,0,50,200,100,100,25,200,200,100,200,50,50
Chandelure,https://img.pokemondb.net/artwork/chandelure.jpg,0609,Ghost Fire,Luring Pokémon,1.0 m (3′03″),34.3 kg (75.6 lbs),1. Flash Fire2. Flame BodyInfiltrator (hidden ability),0115 (Black/White)0192 (Black 2/White 2)0067 (X/Y — Mountain Kalos)0289 (Sword/Shield)0050 (The Crown Tundra),3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),234,Medium Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,55,103,229,90,166,306,145,265,427,90,166,306,80,148,284,520,0,0,200,100,50,50,0,50,200,100,100,25,200,200,100,200,50,50
Axew,https://img.pokemondb.net/artwork/axew.jpg,0610,Dragon,Tusk Pokémon,0.6 m (2′00″),18.0 kg (39.7 lbs),1. Rivalry2. Mold BreakerUnnerve (hidden ability),0116 (Black/White)0183 (Black 2/White 2)0148 (X/Y — Central Kalos)0324 (Sword/Shield)0155 (Scarlet/Violet),1 Attack,"75 (9.8% with PokéBall, full HP)",35 (lower than normal),64,Slow,"Dragon, Monster","50% male, 50% female","40 (10,024–10,280 steps)",46,202,296,87,161,300,60,112,240,30,58,174,40,76,196,57,107,234,320,100,50,50,50,50,200,100,100,100,100,100,100,100,100,200,100,100,200
Fraxure,https://img.pokemondb.net/artwork/fraxure.jpg,0611,Dragon,Axe Jaw Pokémon,1.0 m (3′03″),36.0 kg (79.4 lbs),1. Rivalry2. Mold BreakerUnnerve (hidden ability),0117 (Black/White)0184 (Black 2/White 2)0149 (X/Y — Central Kalos)0325 (Sword/Shield)0156 (Scarlet/Violet),2 Attack,"60 (7.8% with PokéBall, full HP)",35 (lower than normal),144,Slow,"Dragon, Monster","50% male, 50% female","40 (10,024–10,280 steps)",66,242,336,117,215,366,70,130,262,40,76,196,50,94,218,67,125,256,410,100,50,50,50,50,200,100,100,100,100,100,100,100,100,200,100,100,200
Haxorus,https://img.pokemondb.net/artwork/haxorus.jpg,0612,Dragon,Axe Jaw Pokémon,1.8 m (5′11″),105.5 kg (232.6 lbs),1. Rivalry2. Mold BreakerUnnerve (hidden ability),0118 (Black/White)0185 (Black 2/White 2)0150 (X/Y — Central Kalos)0326 (Sword/Shield)0157 (Scarlet/Violet),3 Attack,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),270,Slow,"Dragon, Monster","50% male, 50% female","40 (10,024–10,280 steps)",76,262,356,147,269,432,90,166,306,60,112,240,70,130,262,97,179,322,540,100,50,50,50,50,200,100,100,100,100,100,100,100,100,200,100,100,200
Cubchoo,https://img.pokemondb.net/artwork/cubchoo.jpg,0613,Ice,Chill Pokémon,0.5 m (1′08″),8.5 kg (18.7 lbs),1. Snow Cloak2. Slush RushRattled (hidden ability),0119 (Black/White)0195 (Black 2/White 2)0081 (X/Y — Mountain Kalos)0279 (Sword/Shield)0355 (Scarlet/Violet)0121 (The Crown Tundra),1 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),61,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,70,130,262,40,76,196,60,112,240,40,76,196,40,76,196,305,100,200,100,100,100,50,200,100,100,100,100,100,200,100,100,100,200,100
Beartic,https://img.pokemondb.net/artwork/beartic.jpg,0614,Ice,Freezing Pokémon,2.6 m (8′06″),260.0 kg (573.2 lbs),1. Snow Cloak2. Slush RushSwift Swim (hidden ability),0120 (Black/White)0196 (Black 2/White 2)0082 (X/Y — Mountain Kalos)0280 (Sword/Shield)0356 (Scarlet/Violet)0122 (The Crown Tundra),2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),177,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,130,238,394,80,148,284,70,130,262,80,148,284,50,94,218,505,100,200,100,100,100,50,200,100,100,100,100,100,200,100,100,100,200,100
Cryogonal,https://img.pokemondb.net/artwork/cryogonal.jpg,0615,Ice,Crystallizing Pokémon,1.1 m (3′07″),148.0 kg (326.3 lbs),1. Levitate,0121 (Black/White)0197 (Black 2/White 2)0111 (X/Y — Mountain Kalos)0360 (Scarlet/Violet)0030 (The Crown Tundra),2 Sp. Def,"25 (3.3% with PokéBall, full HP)",50 (normal),180,Medium Fast,Mineral,Genderless,"25 (6,169–6,425 steps)",80,270,364,50,94,218,50,94,218,95,175,317,135,247,405,105,193,339,515,100,200,100,100,100,50,200,100,0,100,100,100,200,100,100,100,200,100
Shelmet,https://img.pokemondb.net/artwork/shelmet.jpg,0616,Bug,Snail Pokémon,0.4 m (1′04″),7.7 kg (17.0 lbs),1. Hydration2. Shell ArmorOvercoat (hidden ability),0122 (Black/White)0157 (Black 2/White 2)0024 (X/Y — Mountain Kalos)0275 (Sword/Shield)0064 (The Isle of Armor)0097 (The Crown Tundra),1 Defense,"200 (26.1% with PokéBall, full HP)",50 (normal),61,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",50,210,304,40,76,196,85,157,295,40,76,196,65,121,251,25,49,163,305,100,200,100,100,50,100,50,100,50,200,100,100,200,100,100,100,100,100
Accelgor,https://img.pokemondb.net/artwork/accelgor.jpg,0617,Bug,Shell Out Pokémon,0.8 m (2′07″),25.3 kg (55.8 lbs),1. Hydration2. Sticky HoldUnburden (hidden ability),0123 (Black/White)0158 (Black 2/White 2)0025 (X/Y — Mountain Kalos)0276 (Sword/Shield)0065 (The Isle of Armor)0098 (The Crown Tundra),2 Speed,"75 (9.8% with PokéBall, full HP)",50 (normal),173,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",80,270,364,70,130,262,40,76,196,100,184,328,60,112,240,145,265,427,495,100,200,100,100,50,100,50,100,50,200,100,100,200,100,100,100,100,100
Stunfisk,https://img.pokemondb.net/artwork/stunfisk.jpg,0618,Ground Electric,Trap Pokémon,0.7 m (2′04″),11.0 kg (24.3 lbs),1. Static2. LimberSand Veil (hidden ability),0124 (Black/White)0231 (Black 2/White 2)0039 (X/Y — Mountain Kalos)0226 (Sword/Shield),2 HP,"75 (9.8% with PokéBall, full HP)",70 (higher than normal),165,Medium Fast,"Amorphous, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",109,328,422,66,123,254,84,155,293,81,150,287,99,182,326,32,62,179,471,100,100,200,0,200,200,100,50,200,50,100,100,50,100,100,100,50,100
Galarian Stunfisk,https://img.pokemondb.net/artwork/stunfisk-galarian.jpg,0618,Ground Electric,Trap Pokémon,0.7 m (2′04″),11.0 kg (24.3 lbs),1. Static2. LimberSand Veil (hidden ability),0124 (Black/White)0231 (Black 2/White 2)0039 (X/Y — Mountain Kalos)0226 (Sword/Shield),2 HP,"75 (9.8% with PokéBall, full HP)",70 (higher than normal),165,Medium Fast,"Amorphous, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",109,328,422,66,123,254,84,155,293,81,150,287,99,182,326,32,62,179,471,100,100,200,0,200,200,100,50,200,50,100,100,50,100,100,100,50,100
Mienfoo,https://img.pokemondb.net/artwork/mienfoo.jpg,0619,Fighting,Martial Arts Pokémon,0.9 m (2′11″),20.0 kg (44.1 lbs),1. Inner Focus2. RegeneratorReckless (hidden ability),0125 (Black/White)0219 (Black 2/White 2)0003 (X/Y — Coastal Kalos)0359 (U.Sun/U.Moon — Alola dex)0163 (The Isle of Armor),1 Attack,"180 (23.5% with PokéBall, full HP)",50 (normal),70,Medium Slow,"Field, Human-Like","50% male, 50% female","25 (6,169–6,425 steps)",45,200,294,85,157,295,50,94,218,55,103,229,50,94,218,65,121,251,350,100,100,100,100,100,100,100,100,100,200,200,50,50,100,100,50,100,200
Mienshao,https://img.pokemondb.net/artwork/mienshao.jpg,0620,Fighting,Martial Arts Pokémon,1.4 m (4′07″),35.5 kg (78.3 lbs),1. Inner Focus2. RegeneratorReckless (hidden ability),0126 (Black/White)0220 (Black 2/White 2)0004 (X/Y — Coastal Kalos)0360 (U.Sun/U.Moon — Alola dex)0164 (The Isle of Armor),2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),179,Medium Slow,"Field, Human-Like","50% male, 50% female","25 (6,169–6,425 steps)",65,240,334,125,229,383,60,112,240,95,175,317,60,112,240,105,193,339,510,100,100,100,100,100,100,100,100,100,200,200,50,50,100,100,50,100,200
Druddigon,https://img.pokemondb.net/artwork/druddigon.jpg,0621,Dragon,Cave Pokémon,1.6 m (5′03″),139.0 kg (306.4 lbs),1. Rough Skin2. Sheer ForceMold Breaker (hidden ability),0127 (Black/White)0270 (Black 2/White 2)0141 (X/Y — Mountain Kalos)0374 (U.Sun/U.Moon — Alola dex)0063 (The Isle of Armor)0119 (The Crown Tundra),2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),170,Medium Fast,"Dragon, Monster","50% male, 50% female","30 (7,454–7,710 steps)",77,264,358,120,220,372,90,166,306,60,112,240,90,166,306,48,90,214,485,100,50,50,50,50,200,100,100,100,100,100,100,100,100,200,100,100,200
Golett,https://img.pokemondb.net/artwork/golett.jpg,0622,Ground Ghost,Automaton Pokémon,1.0 m (3′03″),92.0 kg (202.8 lbs),1. Iron Fist2. KlutzNo Guard (hidden ability),0128 (Black/White)0271 (Black 2/White 2)0091 (X/Y — Coastal Kalos)0312 (U.Sun/U.Moon — Alola dex)0088 (Sword/Shield)0153 (The Crown Tundra),1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,Mineral,Genderless,"25 (6,169–6,425 steps)",59,228,322,74,137,271,50,94,218,35,67,185,50,94,218,35,67,185,303,0,100,200,0,200,200,0,25,100,100,100,50,50,200,100,200,100,100
Golurk,https://img.pokemondb.net/artwork/golurk.jpg,0623,Ground Ghost,Automaton Pokémon,2.8 m (9′02″),330.0 kg (727.5 lbs),1. Iron Fist2. KlutzNo Guard (hidden ability),0129 (Black/White)0272 (Black 2/White 2)0092 (X/Y — Coastal Kalos)0313 (U.Sun/U.Moon — Alola dex)0089 (Sword/Shield)0154 (The Crown Tundra),2 Attack,"90 (11.8% with PokéBall, full HP)",50 (normal),169,Medium Fast,Mineral,Genderless,"25 (6,169–6,425 steps)",89,288,382,124,227,381,80,148,284,55,103,229,80,148,284,55,103,229,483,0,100,200,0,200,200,0,25,100,100,100,50,50,200,100,200,100,100
Pawniard,https://img.pokemondb.net/artwork/pawniard.jpg,0624,Dark Steel,Sharp Blade Pokémon,0.5 m (1′08″),10.2 kg (22.5 lbs),1. Defiant2. Inner FocusPressure (hidden ability),0130 (Black/White)0223 (Black 2/White 2)0048 (X/Y — Mountain Kalos)0337 (U.Sun/U.Moon — Alola dex)0246 (Sword/Shield)0367 (Scarlet/Violet)0029 (The Isle of Armor),1 Attack,"120 (15.7% with PokéBall, full HP)",35 (lower than normal),68,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,85,157,295,70,130,262,40,76,196,40,76,196,60,112,240,340,50,200,100,100,50,50,400,0,200,50,0,100,50,50,50,50,50,100
Bisharp,https://img.pokemondb.net/artwork/bisharp.jpg,0625,Dark Steel,Sword Blade Pokémon,1.6 m (5′03″),70.0 kg (154.3 lbs),1. Defiant2. Inner FocusPressure (hidden ability),0131 (Black/White)0224 (Black 2/White 2)0049 (X/Y — Mountain Kalos)0338 (U.Sun/U.Moon — Alola dex)0247 (Sword/Shield)0368 (Scarlet/Violet)0030 (The Isle of Armor),2 Attack,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),172,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,125,229,383,100,184,328,60,112,240,70,130,262,70,130,262,490,50,200,100,100,50,50,400,0,200,50,0,100,50,50,50,50,50,100
Bouffalant,https://img.pokemondb.net/artwork/bouffalant.jpg,0626,Normal,Bash Buffalo Pokémon,1.6 m (5′03″),94.6 kg (208.6 lbs),1. Reckless2. Sap SipperSoundproof (hidden ability),0132 (Black/White)0269 (Black 2/White 2)0053 (The Isle of Armor),2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,110,202,350,95,175,317,40,76,196,95,175,317,55,103,229,490,100,100,100,100,100,100,200,100,100,100,100,100,100,0,100,100,100,100
Rufflet,https://img.pokemondb.net/artwork/rufflet.jpg,0627,Normal Flying,Eaglet Pokémon,0.5 m (1′08″),10.5 kg (23.1 lbs),1. Keen Eye2. Sheer ForceHustle (hidden ability),0133 (Black/White)0109 (Black 2/White 2)0075 (Sun/Moon — Alola dex)0089 (U.Sun/U.Moon — Alola dex)0281 (Sword/Shield)0221 (Legends: Arceus)0365 (Scarlet/Violet)0179 (The Isle of Armor),1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),70,Slow,Flying,"100% male, 0% female","20 (4,884–5,140 steps)",70,250,344,83,153,291,50,94,218,37,71,190,50,94,218,60,112,240,350,100,100,100,200,50,200,100,100,0,100,100,50,200,0,100,100,100,100
Braviary,https://img.pokemondb.net/artwork/braviary.jpg,0628,Normal Flying,Valiant Pokémon,1.5 m (4′11″),41.0 kg (90.4 lbs),1. Keen Eye2. Sheer ForceDefiant (hidden ability),0134 (Black/White)0110 (Black 2/White 2)0076 (Sun/Moon — Alola dex)0090 (U.Sun/U.Moon — Alola dex)0282 (Sword/Shield)0222 (Legends: Arceus)0366 (Scarlet/Violet)0180 (The Isle of Armor),2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),179,Slow,Flying,"100% male, 0% female","20 (4,884–5,140 steps)",100,310,404,123,225,379,75,139,273,57,107,234,75,139,273,80,148,284,510,100,100,100,200,50,200,100,100,0,100,100,50,200,0,100,100,100,100
